clip,seizure,early
Dog_4_test_segment_207.mat,0,0
Dog_4_test_segment_208.mat,0,0
Dog_4_test_segment_209.mat,0,0
Dog_4_test_segment_210.mat,0,0
Dog_4_test_segment_211.mat,0,0
Dog_4_test_segment_212.mat,0,0
Dog_4_test_segment_213.mat,0,0
Dog_4_test_segment_214.mat,0,0
Dog_4_test_segment_215.mat,0,0
Dog_4_test_segment_216.mat,0,0
Dog_4_test_segment_217.mat,0,0
Dog_4_test_segment_218.mat,0,0
Dog_4_test_segment_219.mat,0,0
Dog_4_test_segment_220.mat,0,0
Dog_4_test_segment_221.mat,0,0
Dog_4_test_segment_222.mat,0,0
Dog_4_test_segment_223.mat,0,0
Dog_4_test_segment_224.mat,0,0
Dog_4_test_segment_225.mat,0,0
Dog_4_test_segment_226.mat,0,0
Dog_4_test_segment_227.mat,0,0
Dog_4_test_segment_228.mat,0,0
Dog_4_test_segment_229.mat,0,0
Dog_4_test_segment_230.mat,0,0
Dog_4_test_segment_231.mat,0,0
Dog_4_test_segment_232.mat,0,0
Dog_4_test_segment_233.mat,0,0
Dog_4_test_segment_234.mat,0,0
Dog_4_test_segment_235.mat,0,0
Dog_4_test_segment_236.mat,0,0
Dog_4_test_segment_237.mat,0,0
Dog_4_test_segment_238.mat,0,0
Dog_4_test_segment_239.mat,0,0
Dog_4_test_segment_240.mat,0,0
Dog_4_test_segment_241.mat,0,0
Dog_4_test_segment_242.mat,0,0
Dog_4_test_segment_243.mat,0,0
Dog_4_test_segment_244.mat,0,0
Dog_4_test_segment_245.mat,0,0
Dog_4_test_segment_246.mat,0,0
Dog_4_test_segment_247.mat,0,0
Dog_4_test_segment_248.mat,0,0
Dog_4_test_segment_249.mat,0,0
Dog_4_test_segment_250.mat,0,0
Dog_4_test_segment_251.mat,0,0
Dog_4_test_segment_252.mat,0,0
Dog_4_test_segment_253.mat,0,0
Dog_4_test_segment_254.mat,0,0
Dog_4_test_segment_255.mat,0,0
Dog_4_test_segment_256.mat,0,0
Dog_4_test_segment_257.mat,0,0
Dog_4_test_segment_258.mat,0,0
Dog_4_test_segment_259.mat,0,0
Dog_4_test_segment_260.mat,0,0
Dog_4_test_segment_261.mat,0,0
Dog_4_test_segment_262.mat,0,0
Dog_4_test_segment_263.mat,0,0
Dog_4_test_segment_264.mat,0,0
Dog_4_test_segment_265.mat,0,0
Dog_4_test_segment_266.mat,0,0
Dog_4_test_segment_267.mat,0,0
Dog_4_test_segment_268.mat,0,0
Dog_4_test_segment_269.mat,0,0
Dog_4_test_segment_270.mat,0,0
Dog_4_test_segment_271.mat,0,0
Dog_4_test_segment_272.mat,0,0
Dog_4_test_segment_273.mat,0,0
Dog_4_test_segment_274.mat,0,0
Dog_4_test_segment_275.mat,0,0
Dog_4_test_segment_276.mat,0,0
Dog_4_test_segment_277.mat,0,0
Dog_4_test_segment_278.mat,0,0
Dog_4_test_segment_279.mat,0,0
Dog_4_test_segment_280.mat,0,0
Dog_4_test_segment_281.mat,0,0
Dog_4_test_segment_282.mat,0,0
Dog_4_test_segment_283.mat,0,0
Dog_4_test_segment_284.mat,0,0
Dog_4_test_segment_285.mat,0,0
Dog_4_test_segment_286.mat,0,0
Dog_4_test_segment_287.mat,0,0
Dog_4_test_segment_288.mat,0,0
Dog_4_test_segment_289.mat,0,0
Dog_4_test_segment_290.mat,0,0
Dog_4_test_segment_291.mat,0,0
Dog_4_test_segment_292.mat,0,0
Dog_4_test_segment_293.mat,0,0
Dog_4_test_segment_294.mat,0,0
Dog_4_test_segment_295.mat,0,0
Dog_4_test_segment_296.mat,0,0
Dog_4_test_segment_297.mat,0,0
Dog_4_test_segment_298.mat,0,0
Dog_4_test_segment_299.mat,0,0
Dog_4_test_segment_300.mat,0,0
Dog_4_test_segment_301.mat,0,0
Dog_4_test_segment_302.mat,0,0
Dog_4_test_segment_303.mat,0,0
Dog_4_test_segment_304.mat,0,0
Dog_4_test_segment_305.mat,0,0
Dog_4_test_segment_306.mat,0,0
Dog_4_test_segment_307.mat,0,0
Dog_4_test_segment_308.mat,0,0
Dog_4_test_segment_309.mat,0,0
Dog_4_test_segment_310.mat,0,0
Dog_4_test_segment_311.mat,0,0
Dog_4_test_segment_312.mat,0,0
Dog_4_test_segment_313.mat,0,0
Dog_4_test_segment_314.mat,0,0
Dog_4_test_segment_315.mat,0,0
Dog_4_test_segment_316.mat,0,0
Dog_4_test_segment_317.mat,0,0
Dog_4_test_segment_318.mat,0,0
Dog_4_test_segment_319.mat,0,0
Dog_4_test_segment_320.mat,0,0
Dog_4_test_segment_321.mat,0,0
Dog_4_test_segment_322.mat,0,0
Dog_4_test_segment_323.mat,0,0
Dog_4_test_segment_324.mat,0,0
Dog_4_test_segment_325.mat,0,0
Dog_4_test_segment_326.mat,0,0
Dog_4_test_segment_327.mat,0,0
Dog_4_test_segment_328.mat,0,0
Dog_4_test_segment_329.mat,0,0
Dog_4_test_segment_330.mat,0,0
Dog_4_test_segment_331.mat,0,0
Dog_4_test_segment_332.mat,0,0
Dog_4_test_segment_333.mat,0,0
Dog_4_test_segment_334.mat,0,0
Dog_4_test_segment_335.mat,0,0
Dog_4_test_segment_336.mat,0,0
Dog_4_test_segment_337.mat,0,0
Dog_4_test_segment_338.mat,0,0
Dog_4_test_segment_339.mat,0,0
Dog_4_test_segment_340.mat,0,0
Dog_4_test_segment_341.mat,0,0
Dog_4_test_segment_342.mat,0,0
Dog_4_test_segment_343.mat,0,0
Dog_4_test_segment_344.mat,0,0
Dog_4_test_segment_345.mat,0,0
Dog_4_test_segment_346.mat,0,0
Dog_4_test_segment_347.mat,0,0
Dog_4_test_segment_348.mat,0,0
Dog_4_test_segment_349.mat,0,0
Dog_4_test_segment_350.mat,0,0
Dog_4_test_segment_351.mat,0,0
Dog_4_test_segment_352.mat,0,0
Dog_4_test_segment_353.mat,0,0
Dog_4_test_segment_354.mat,0,0
Dog_4_test_segment_355.mat,0,0
Dog_4_test_segment_356.mat,0,0
Dog_4_test_segment_357.mat,0,0
Dog_4_test_segment_358.mat,0,0
Dog_4_test_segment_359.mat,0,0
Dog_4_test_segment_360.mat,0,0
Dog_4_test_segment_361.mat,0,0
Dog_4_test_segment_362.mat,0,0
Dog_4_test_segment_363.mat,0,0
Dog_4_test_segment_364.mat,0,0
Dog_4_test_segment_365.mat,0,0
Dog_4_test_segment_366.mat,0,0
Dog_4_test_segment_367.mat,0,0
Dog_4_test_segment_368.mat,0,0
Dog_4_test_segment_369.mat,0,0
Dog_4_test_segment_370.mat,0,0
Dog_4_test_segment_371.mat,0,0
Dog_4_test_segment_372.mat,0,0
Dog_4_test_segment_373.mat,0,0
Dog_4_test_segment_374.mat,0,0
Dog_4_test_segment_375.mat,0,0
Dog_4_test_segment_376.mat,0,0
Dog_4_test_segment_377.mat,0,0
Dog_4_test_segment_378.mat,0,0
Dog_4_test_segment_379.mat,0,0
Dog_4_test_segment_380.mat,0,0
Dog_4_test_segment_381.mat,0,0
Dog_4_test_segment_382.mat,0,0
Dog_4_test_segment_383.mat,0,0
Dog_4_test_segment_384.mat,0,0
Dog_4_test_segment_385.mat,0,0
Dog_4_test_segment_386.mat,0,0
Dog_4_test_segment_387.mat,0,0
Dog_4_test_segment_388.mat,0,0
Dog_4_test_segment_389.mat,0,0
Dog_4_test_segment_390.mat,0,0
Dog_4_test_segment_391.mat,0,0
Dog_4_test_segment_392.mat,0,0
Dog_4_test_segment_393.mat,0,0
Dog_4_test_segment_394.mat,0,0
Dog_4_test_segment_395.mat,0,0
Dog_4_test_segment_396.mat,0,0
Dog_4_test_segment_397.mat,0,0
Dog_4_test_segment_398.mat,0,0
Dog_4_test_segment_399.mat,0,0
Dog_4_test_segment_400.mat,0,0
Dog_4_test_segment_401.mat,0,0
Dog_4_test_segment_402.mat,0,0
Dog_4_test_segment_403.mat,0,0
Dog_4_test_segment_404.mat,0,0
Dog_4_test_segment_405.mat,0,0
Dog_4_test_segment_406.mat,0,0
Dog_4_test_segment_407.mat,0,0
Dog_4_test_segment_408.mat,0,0
Dog_4_test_segment_409.mat,0,0
Dog_4_test_segment_410.mat,0,0
Dog_4_test_segment_411.mat,0,0
Dog_4_test_segment_412.mat,0,0
Dog_4_test_segment_413.mat,0,0
Dog_4_test_segment_414.mat,0,0
Dog_4_test_segment_415.mat,0,0
Dog_4_test_segment_416.mat,0,0
Dog_4_test_segment_417.mat,0,0
Dog_4_test_segment_418.mat,0,0
Dog_4_test_segment_419.mat,0,0
Dog_4_test_segment_420.mat,0,0
Dog_4_test_segment_421.mat,0,0
Dog_4_test_segment_422.mat,0,0
Dog_4_test_segment_423.mat,0,0
Dog_4_test_segment_424.mat,0,0
Dog_4_test_segment_425.mat,0,0
Dog_4_test_segment_426.mat,0,0
Dog_4_test_segment_427.mat,0,0
Dog_4_test_segment_428.mat,0,0
Dog_4_test_segment_429.mat,0,0
Dog_4_test_segment_430.mat,0,0
Dog_4_test_segment_431.mat,0,0
Dog_4_test_segment_432.mat,0,0
Dog_4_test_segment_433.mat,0,0
Dog_4_test_segment_434.mat,0,0
Dog_4_test_segment_435.mat,0,0
Dog_4_test_segment_436.mat,0,0
Dog_4_test_segment_437.mat,0,0
Dog_4_test_segment_438.mat,0,0
Dog_4_test_segment_439.mat,0,0
Dog_4_test_segment_440.mat,0,0
Dog_4_test_segment_441.mat,0,0
Dog_4_test_segment_442.mat,0,0
Dog_4_test_segment_443.mat,0,0
Dog_4_test_segment_444.mat,0,0
Dog_4_test_segment_445.mat,0,0
Dog_4_test_segment_446.mat,0,0
Dog_4_test_segment_447.mat,0,0
Dog_4_test_segment_448.mat,0,0
Dog_4_test_segment_449.mat,0,0
Dog_4_test_segment_450.mat,0,0
Dog_4_test_segment_451.mat,0,0
Dog_4_test_segment_452.mat,0,0
Dog_4_test_segment_453.mat,0,0
Dog_4_test_segment_454.mat,0,0
Dog_4_test_segment_455.mat,0,0
Dog_4_test_segment_456.mat,0,0
Dog_4_test_segment_457.mat,0,0
Dog_4_test_segment_458.mat,0,0
Dog_4_test_segment_459.mat,0,0
Dog_4_test_segment_460.mat,0,0
Dog_4_test_segment_461.mat,0,0
Dog_4_test_segment_462.mat,0,0
Dog_4_test_segment_463.mat,0,0
Dog_4_test_segment_464.mat,0,0
Dog_4_test_segment_465.mat,0,0
Dog_4_test_segment_466.mat,0,0
Dog_4_test_segment_467.mat,0,0
Dog_4_test_segment_468.mat,0,0
Dog_4_test_segment_469.mat,0,0
Dog_4_test_segment_470.mat,0,0
Dog_4_test_segment_471.mat,0,0
Dog_4_test_segment_472.mat,0,0
Dog_4_test_segment_473.mat,0,0
Dog_4_test_segment_474.mat,0,0
Dog_4_test_segment_475.mat,0,0
Dog_4_test_segment_476.mat,0,0
Dog_4_test_segment_477.mat,0,0
Dog_4_test_segment_478.mat,0,0
Dog_4_test_segment_479.mat,0,0
Dog_4_test_segment_480.mat,0,0
Dog_4_test_segment_481.mat,0,0
Dog_4_test_segment_482.mat,0,0
Dog_4_test_segment_483.mat,0,0
Dog_4_test_segment_484.mat,0,0
Dog_4_test_segment_485.mat,0,0
Dog_4_test_segment_486.mat,0,0
Dog_4_test_segment_487.mat,0,0
Dog_4_test_segment_488.mat,0,0
Dog_4_test_segment_489.mat,0,0
Dog_4_test_segment_490.mat,0,0
Dog_4_test_segment_491.mat,0,0
Dog_4_test_segment_492.mat,0,0
Dog_4_test_segment_493.mat,0,0
Dog_4_test_segment_494.mat,0,0
Dog_4_test_segment_495.mat,0,0
Dog_4_test_segment_496.mat,0,0
Dog_4_test_segment_497.mat,0,0
Dog_4_test_segment_498.mat,0,0
Dog_4_test_segment_499.mat,0,0
Dog_4_test_segment_500.mat,0,0
Dog_4_test_segment_501.mat,0,0
Dog_4_test_segment_502.mat,0,0
Dog_4_test_segment_503.mat,0,0
Dog_4_test_segment_504.mat,0,0
Dog_4_test_segment_505.mat,0,0
Dog_4_test_segment_506.mat,0,0
Dog_4_test_segment_507.mat,0,0
Dog_4_test_segment_508.mat,0,0
Dog_4_test_segment_509.mat,0,0
Dog_4_test_segment_510.mat,0,0
Dog_4_test_segment_511.mat,0,0
Dog_4_test_segment_512.mat,0,0
Dog_4_test_segment_513.mat,0,0
Dog_4_test_segment_514.mat,0,0
Dog_4_test_segment_515.mat,0,0
Dog_4_test_segment_516.mat,0,0
Dog_4_test_segment_517.mat,0,0
Dog_4_test_segment_518.mat,0,0
Dog_4_test_segment_519.mat,0,0
Dog_4_test_segment_520.mat,0,0
Dog_4_test_segment_521.mat,0,0
Dog_4_test_segment_522.mat,0,0
Dog_4_test_segment_523.mat,0,0
Dog_4_test_segment_524.mat,0,0
Dog_4_test_segment_525.mat,0,0
Dog_4_test_segment_526.mat,0,0
Dog_4_test_segment_527.mat,0,0
Dog_4_test_segment_528.mat,0,0
Dog_4_test_segment_529.mat,0,0
Dog_4_test_segment_530.mat,0,0
Dog_4_test_segment_531.mat,0,0
Dog_4_test_segment_532.mat,0,0
Dog_4_test_segment_533.mat,0,0
Dog_4_test_segment_534.mat,0,0
Dog_4_test_segment_535.mat,0,0
Dog_4_test_segment_536.mat,0,0
Dog_4_test_segment_537.mat,0,0
Dog_4_test_segment_538.mat,0,0
Dog_4_test_segment_539.mat,0,0
Dog_4_test_segment_540.mat,0,0
Dog_4_test_segment_541.mat,0,0
Dog_4_test_segment_542.mat,0,0
Dog_4_test_segment_543.mat,0,0
Dog_4_test_segment_544.mat,0,0
Dog_4_test_segment_545.mat,0,0
Dog_4_test_segment_546.mat,0,0
Dog_4_test_segment_547.mat,0,0
Dog_4_test_segment_548.mat,0,0
Dog_4_test_segment_549.mat,0,0
Dog_4_test_segment_550.mat,0,0
Dog_4_test_segment_551.mat,0,0
Dog_4_test_segment_552.mat,0,0
Dog_4_test_segment_553.mat,0,0
Dog_4_test_segment_554.mat,0,0
Dog_4_test_segment_555.mat,0,0
Dog_4_test_segment_556.mat,0,0
Dog_4_test_segment_557.mat,0,0
Dog_4_test_segment_558.mat,0,0
Dog_4_test_segment_559.mat,0,0
Dog_4_test_segment_560.mat,0,0
Dog_4_test_segment_561.mat,0,0
Dog_4_test_segment_562.mat,0,0
Dog_4_test_segment_563.mat,0,0
Dog_4_test_segment_564.mat,0,0
Dog_4_test_segment_565.mat,0,0
Dog_4_test_segment_566.mat,0,0
Dog_4_test_segment_567.mat,0,0
Dog_4_test_segment_568.mat,0,0
Dog_4_test_segment_569.mat,0,0
Dog_4_test_segment_570.mat,0,0
Dog_4_test_segment_571.mat,0,0
Dog_4_test_segment_572.mat,0,0
Dog_4_test_segment_573.mat,0,0
Dog_4_test_segment_574.mat,0,0
Dog_4_test_segment_575.mat,0,0
Dog_4_test_segment_576.mat,0,0
Dog_4_test_segment_577.mat,0,0
Dog_4_test_segment_578.mat,0,0
Dog_4_test_segment_579.mat,0,0
Dog_4_test_segment_580.mat,0,0
Dog_4_test_segment_581.mat,0,0
Dog_4_test_segment_582.mat,0,0
Dog_4_test_segment_583.mat,0,0
Dog_4_test_segment_584.mat,0,0
Dog_4_test_segment_585.mat,0,0
Dog_4_test_segment_586.mat,0,0
Dog_4_test_segment_587.mat,0,0
Dog_4_test_segment_588.mat,0,0
Dog_4_test_segment_589.mat,0,0
Dog_4_test_segment_590.mat,0,0
Dog_4_test_segment_591.mat,0,0
Dog_4_test_segment_592.mat,0,0
Dog_4_test_segment_593.mat,0,0
Dog_4_test_segment_594.mat,0,0
Dog_4_test_segment_595.mat,0,0
Dog_4_test_segment_596.mat,0,0
Dog_4_test_segment_597.mat,0,0
Dog_4_test_segment_598.mat,0,0
Dog_4_test_segment_599.mat,0,0
Dog_4_test_segment_600.mat,0,0
Dog_4_test_segment_601.mat,0,0
Dog_4_test_segment_602.mat,0,0
Dog_4_test_segment_603.mat,0,0
Dog_4_test_segment_604.mat,0,0
Dog_4_test_segment_605.mat,0,0
Dog_4_test_segment_606.mat,0,0
Dog_4_test_segment_607.mat,0,0
Dog_4_test_segment_608.mat,0,0
Dog_4_test_segment_609.mat,0,0
Dog_4_test_segment_610.mat,0,0
Dog_4_test_segment_611.mat,0,0
Dog_4_test_segment_612.mat,0,0
Dog_4_test_segment_613.mat,0,0
Dog_4_test_segment_614.mat,0,0
Dog_4_test_segment_615.mat,0,0
Dog_4_test_segment_616.mat,0,0
Dog_4_test_segment_617.mat,0,0
Dog_4_test_segment_618.mat,0,0
Dog_4_test_segment_619.mat,0,0
Dog_4_test_segment_620.mat,0,0
Dog_4_test_segment_621.mat,0,0
Dog_4_test_segment_622.mat,0,0
Dog_4_test_segment_623.mat,0,0
Dog_4_test_segment_624.mat,0,0
Dog_4_test_segment_625.mat,0,0
Dog_4_test_segment_626.mat,0,0
Dog_4_test_segment_627.mat,0,0
Dog_4_test_segment_628.mat,0,0
Dog_4_test_segment_629.mat,0,0
Dog_4_test_segment_630.mat,0,0
Dog_4_test_segment_631.mat,0,0
Dog_4_test_segment_632.mat,0,0
Dog_4_test_segment_633.mat,0,0
Dog_4_test_segment_634.mat,0,0
Dog_4_test_segment_635.mat,0,0
Dog_4_test_segment_636.mat,0,0
Dog_4_test_segment_637.mat,0,0
Dog_4_test_segment_638.mat,0,0
Dog_4_test_segment_639.mat,0,0
Dog_4_test_segment_640.mat,0,0
Dog_4_test_segment_641.mat,0,0
Dog_4_test_segment_642.mat,0,0
Dog_4_test_segment_643.mat,0,0
Dog_4_test_segment_644.mat,0,0
Dog_4_test_segment_645.mat,0,0
Dog_4_test_segment_646.mat,0,0
Dog_4_test_segment_647.mat,0,0
Dog_4_test_segment_648.mat,0,0
Dog_4_test_segment_649.mat,0,0
Dog_4_test_segment_650.mat,0,0
Dog_4_test_segment_651.mat,0,0
Dog_4_test_segment_652.mat,0,0
Dog_4_test_segment_653.mat,0,0
Dog_4_test_segment_654.mat,0,0
Dog_4_test_segment_655.mat,0,0
Dog_4_test_segment_656.mat,0,0
Dog_4_test_segment_657.mat,0,0
Dog_4_test_segment_658.mat,0,0
Dog_4_test_segment_659.mat,0,0
Dog_4_test_segment_660.mat,0,0
Dog_4_test_segment_661.mat,0,0
Dog_4_test_segment_662.mat,0,0
Dog_4_test_segment_663.mat,0,0
Dog_4_test_segment_664.mat,0,0
Dog_4_test_segment_665.mat,0,0
Dog_4_test_segment_666.mat,0,0
Dog_4_test_segment_667.mat,0,0
Dog_4_test_segment_668.mat,0,0
Dog_4_test_segment_669.mat,0,0
Dog_4_test_segment_670.mat,0,0
Dog_4_test_segment_671.mat,0,0
Dog_4_test_segment_672.mat,0,0
Dog_4_test_segment_673.mat,0,0
Dog_4_test_segment_674.mat,0,0
Dog_4_test_segment_675.mat,0,0
Dog_4_test_segment_676.mat,0,0
Dog_4_test_segment_677.mat,0,0
Dog_4_test_segment_678.mat,0,0
Dog_4_test_segment_679.mat,0,0
Dog_4_test_segment_680.mat,0,0
Dog_4_test_segment_681.mat,0,0
Dog_4_test_segment_682.mat,0,0
Dog_4_test_segment_683.mat,0,0
Dog_4_test_segment_684.mat,0,0
Dog_4_test_segment_685.mat,0,0
Dog_4_test_segment_686.mat,0,0
Dog_4_test_segment_687.mat,0,0
Dog_4_test_segment_688.mat,0,0
Dog_4_test_segment_689.mat,0,0
Dog_4_test_segment_690.mat,0,0
Dog_4_test_segment_691.mat,0,0
Dog_4_test_segment_692.mat,0,0
Dog_4_test_segment_693.mat,0,0
Dog_4_test_segment_694.mat,0,0
Dog_4_test_segment_695.mat,0,0
Dog_4_test_segment_696.mat,0,0
Dog_4_test_segment_697.mat,0,0
Dog_4_test_segment_698.mat,0,0
Dog_4_test_segment_699.mat,0,0
Dog_4_test_segment_700.mat,0,0
Dog_4_test_segment_701.mat,0,0
Dog_4_test_segment_702.mat,0,0
Dog_4_test_segment_703.mat,0,0
Dog_4_test_segment_704.mat,0,0
Dog_4_test_segment_705.mat,0,0
Dog_4_test_segment_706.mat,0,0
Dog_4_test_segment_707.mat,0,0
Dog_4_test_segment_708.mat,0,0
Dog_4_test_segment_709.mat,0,0
Dog_4_test_segment_710.mat,0,0
Dog_4_test_segment_711.mat,0,0
Dog_4_test_segment_712.mat,0,0
Dog_4_test_segment_713.mat,0,0
Dog_4_test_segment_714.mat,0,0
Dog_4_test_segment_715.mat,0,0
Dog_4_test_segment_716.mat,0,0
Dog_4_test_segment_717.mat,0,0
Dog_4_test_segment_718.mat,0,0
Dog_4_test_segment_719.mat,0,0
Dog_4_test_segment_720.mat,0,0
Dog_4_test_segment_721.mat,0,0
Dog_4_test_segment_722.mat,0,0
Dog_4_test_segment_723.mat,0,0
Dog_4_test_segment_724.mat,0,0
Dog_4_test_segment_725.mat,0,0
Dog_4_test_segment_726.mat,0,0
Dog_4_test_segment_727.mat,0,0
Dog_4_test_segment_728.mat,0,0
Dog_4_test_segment_729.mat,0,0
Dog_4_test_segment_730.mat,0,0
Dog_4_test_segment_731.mat,0,0
Dog_4_test_segment_732.mat,0,0
Dog_4_test_segment_733.mat,0,0
Dog_4_test_segment_734.mat,0,0
Dog_4_test_segment_735.mat,0,0
Dog_4_test_segment_736.mat,0,0
Dog_4_test_segment_737.mat,0,0
Dog_4_test_segment_738.mat,0,0
Dog_4_test_segment_739.mat,0,0
Dog_4_test_segment_740.mat,0,0
Dog_4_test_segment_741.mat,0,0
Dog_4_test_segment_742.mat,0,0
Dog_4_test_segment_743.mat,0,0
Dog_4_test_segment_744.mat,0,0
Dog_4_test_segment_745.mat,0,0
Dog_4_test_segment_746.mat,0,0
Dog_4_test_segment_747.mat,0,0
Dog_4_test_segment_748.mat,0,0
Dog_4_test_segment_749.mat,0,0
Dog_4_test_segment_750.mat,0,0
Dog_4_test_segment_751.mat,0,0
Dog_4_test_segment_752.mat,0,0
Dog_4_test_segment_753.mat,0,0
Dog_4_test_segment_754.mat,0,0
Dog_4_test_segment_755.mat,0,0
Dog_4_test_segment_756.mat,0,0
Dog_4_test_segment_757.mat,0,0
Dog_4_test_segment_758.mat,0,0
Dog_4_test_segment_759.mat,0,0
Dog_4_test_segment_760.mat,0,0
Dog_4_test_segment_761.mat,0,0
Dog_4_test_segment_762.mat,0,0
Dog_4_test_segment_763.mat,0,0
Dog_4_test_segment_764.mat,0,0
Dog_4_test_segment_765.mat,0,0
Dog_4_test_segment_766.mat,0,0
Dog_4_test_segment_767.mat,0,0
Dog_4_test_segment_768.mat,0,0
Dog_4_test_segment_769.mat,0,0
Dog_4_test_segment_770.mat,0,0
Dog_4_test_segment_771.mat,0,0
Dog_4_test_segment_772.mat,0,0
Dog_4_test_segment_773.mat,0,0
Dog_4_test_segment_774.mat,0,0
Dog_4_test_segment_775.mat,0,0
Dog_4_test_segment_776.mat,0,0
Dog_4_test_segment_777.mat,0,0
Dog_4_test_segment_778.mat,0,0
Dog_4_test_segment_779.mat,0,0
Dog_4_test_segment_780.mat,0,0
Dog_4_test_segment_781.mat,0,0
Dog_4_test_segment_782.mat,0,0
Dog_4_test_segment_783.mat,0,0
Dog_4_test_segment_784.mat,0,0
Dog_4_test_segment_785.mat,0,0
Dog_4_test_segment_786.mat,0,0
Dog_4_test_segment_787.mat,0,0
Dog_4_test_segment_788.mat,0,0
Dog_4_test_segment_789.mat,0,0
Dog_4_test_segment_790.mat,0,0
Dog_4_test_segment_791.mat,0,0
Dog_4_test_segment_792.mat,0,0
Dog_4_test_segment_793.mat,0,0
Dog_4_test_segment_794.mat,0,0
Dog_4_test_segment_795.mat,0,0
Dog_4_test_segment_796.mat,0,0
Dog_4_test_segment_797.mat,0,0
Dog_4_test_segment_798.mat,0,0
Dog_4_test_segment_799.mat,0,0
Dog_4_test_segment_800.mat,0,0
Dog_4_test_segment_801.mat,0,0
Dog_4_test_segment_802.mat,0,0
Dog_4_test_segment_803.mat,0,0
Dog_4_test_segment_804.mat,0,0
Dog_4_test_segment_805.mat,0,0
Dog_4_test_segment_806.mat,0,0
Dog_4_test_segment_807.mat,0,0
Dog_4_test_segment_808.mat,0,0
Dog_4_test_segment_809.mat,0,0
Dog_4_test_segment_810.mat,0,0
Dog_4_test_segment_811.mat,0,0
Dog_4_test_segment_812.mat,0,0
Dog_4_test_segment_813.mat,0,0
Dog_4_test_segment_814.mat,0,0
Dog_4_test_segment_815.mat,0,0
Dog_4_test_segment_816.mat,0,0
Dog_4_test_segment_817.mat,0,0
Dog_4_test_segment_818.mat,0,0
Dog_4_test_segment_819.mat,0,0
Dog_4_test_segment_820.mat,0,0
Dog_4_test_segment_821.mat,0,0
Dog_4_test_segment_822.mat,0,0
Dog_4_test_segment_823.mat,0,0
Dog_4_test_segment_824.mat,0,0
Dog_4_test_segment_825.mat,0,0
Dog_4_test_segment_826.mat,0,0
Dog_4_test_segment_827.mat,0,0
Dog_4_test_segment_828.mat,0,0
Dog_4_test_segment_829.mat,0,0
Dog_4_test_segment_830.mat,0,0
Dog_4_test_segment_831.mat,0,0
Dog_4_test_segment_832.mat,0,0
Dog_4_test_segment_833.mat,0,0
Dog_4_test_segment_834.mat,0,0
Dog_4_test_segment_835.mat,0,0
Dog_4_test_segment_836.mat,0,0
Dog_4_test_segment_837.mat,0,0
Dog_4_test_segment_838.mat,0,0
Dog_4_test_segment_839.mat,0,0
Dog_4_test_segment_840.mat,0,0
Dog_4_test_segment_841.mat,0,0
Dog_4_test_segment_842.mat,0,0
Dog_4_test_segment_843.mat,0,0
Dog_4_test_segment_844.mat,0,0
Dog_4_test_segment_845.mat,0,0
Dog_4_test_segment_846.mat,0,0
Dog_4_test_segment_847.mat,0,0
Dog_4_test_segment_848.mat,0,0
Dog_4_test_segment_849.mat,0,0
Dog_4_test_segment_850.mat,0,0
Dog_4_test_segment_851.mat,0,0
Dog_4_test_segment_852.mat,0,0
Dog_4_test_segment_853.mat,0,0
Dog_4_test_segment_854.mat,0,0
Dog_4_test_segment_855.mat,0,0
Dog_4_test_segment_856.mat,0,0
Dog_4_test_segment_857.mat,0,0
Dog_4_test_segment_858.mat,0,0
Dog_4_test_segment_859.mat,0,0
Dog_4_test_segment_860.mat,0,0
Dog_4_test_segment_861.mat,0,0
Dog_4_test_segment_862.mat,0,0
Dog_4_test_segment_863.mat,0,0
Dog_4_test_segment_864.mat,0,0
Dog_4_test_segment_865.mat,0,0
Dog_4_test_segment_866.mat,0,0
Dog_4_test_segment_867.mat,0,0
Dog_4_test_segment_868.mat,0,0
Dog_4_test_segment_869.mat,0,0
Dog_4_test_segment_870.mat,0,0
Dog_4_test_segment_871.mat,0,0
Dog_4_test_segment_872.mat,0,0
Dog_4_test_segment_873.mat,0,0
Dog_4_test_segment_874.mat,0,0
Dog_4_test_segment_875.mat,0,0
Dog_4_test_segment_876.mat,0,0
Dog_4_test_segment_877.mat,0,0
Dog_4_test_segment_878.mat,0,0
Dog_4_test_segment_879.mat,0,0
Dog_4_test_segment_880.mat,0,0
Dog_4_test_segment_881.mat,0,0
Dog_4_test_segment_882.mat,0,0
Dog_4_test_segment_883.mat,0,0
Dog_4_test_segment_884.mat,0,0
Dog_4_test_segment_885.mat,0,0
Dog_4_test_segment_886.mat,0,0
Dog_4_test_segment_887.mat,0,0
Dog_4_test_segment_888.mat,0,0
Dog_4_test_segment_889.mat,0,0
Dog_4_test_segment_890.mat,0,0
Dog_4_test_segment_891.mat,0,0
Dog_4_test_segment_892.mat,0,0
Dog_4_test_segment_893.mat,0,0
Dog_4_test_segment_894.mat,0,0
Dog_4_test_segment_895.mat,0,0
Dog_4_test_segment_896.mat,0,0
Dog_4_test_segment_897.mat,0,0
Dog_4_test_segment_898.mat,0,0
Dog_4_test_segment_899.mat,0,0
Dog_4_test_segment_900.mat,0,0
Dog_4_test_segment_901.mat,0,0
Dog_4_test_segment_902.mat,0,0
Dog_4_test_segment_903.mat,0,0
Dog_4_test_segment_904.mat,0,0
Dog_4_test_segment_905.mat,0,0
